project_id,city,region,project_type,land_area_m2,building_area_m2,floors,units,finishing_level,construction_method,structural_system,concrete_m3,steel_ton,blocks_m2,tiles_m2,paint_m2,electrical_points,plumbing_points,estimated_cost_sar,duration_months,year
SA-R08317,Taif,Western,Hospital,,54461.67351915845,13,368,Raw,SlipForm,Shear Wall,236116,32903.56,1274403,460201,1557604,106200,28320,600550000,174,2021
SA-R08318,Tabuk,Northern,School,,8466.15209212756,1,66,Standard,Precast,RC Frame,1952,214.55,15239,5503,18626,1270,339,12980000,35.5,2025
SA-R08319,Jeddah,Western,Government_Building,,27134.046901757185,6,156,UltraLuxury,SteelFrame,RC Frame,38437,3968.74,293048,105823,358169,24421,6512,1873700000,75.5,2026
SA-R08320,Dammam,Eastern,Apartment_Building,,2409.0293175899246,5,24,UltraLuxury,Precast,Shear Wall,2907,339.21,21681,7829,26499,1807,482,134880000,25.5,2026
SA-R08321,Jeddah,Western,Luxury_Villa,1558,2747.47016084705,4,1,Premium,SlipForm,RC Frame,2102,248.84,19782,7143,24178,1648,440,48070000,21,2021
SA-R08322,Abha,Southern,Hospital,,43944.166796788035,8,287,Good,PostTension,Steel Frame,97672,13111.28,632796,228510,773417,52733,14062,866690000,137,2026
SA-R08323,Riyadh,Central,Luxury_Villa,599,1497.2097622546069,2,1,UltraLuxury,Traditional,RC Frame,789,93.01,5390,1946,6588,449,120,37060000,16.5,2020
SA-R08324,Dammam,Eastern,Bridge,,,,,Standard,Traditional,RC Frame,,,,,,,,0,16.5,2024
SA-R08325,Najran,Southern,School,,3509.0153101889186,4,28,Raw,ICF,RC Frame,2925,323.91,25265,9123,30879,2105,561,10780000,25,2024
SA-R08326,Madinah,Western,School,,4999.096738906069,1,60,Standard,AAC,RC Frame,1128,121.9,8998,3249,10998,750,200,8960000,27.5,2025
SA-R08327,Madinah,Western,Townhouse_Project,,5190.178066864977,4,32,UltraLuxury,SteelFrame,RC Frame,4015,432.48,37369,13494,45674,3114,830,226020000,32.5,2023
SA-R08328,Madinah,Western,Office_Building,,9775.897330594475,20,50,UltraLuxury,SteelFrame,RC Frame,42147,4528.6,351932,127087,430139,29328,7821,2115180000,49.5,2022
SA-R08329,Jeddah,Western,Residential_Tower,,37388.136030635156,34,200,Good,SteelFrame,Core Wall,390143,54252.19,2288154,826278,2796633,190679,50848,3644640000,141,2025
SA-R08330,Dammam,Eastern,Townhouse_Project,,7620.282762712641,4,55,Standard,Precast,RC Frame,6346,703.39,54866,19813,67058,4572,1219,55410000,38.5,2026
SA-R08331,Madinah,Western,Bridge,,,,,Luxury,SteelFrame,RC Frame,,,,,,,,0,15.5,2020
SA-R08332,Makkah,Western,Townhouse_Project,,6082.95210341225,4,54,Premium,AAC,RC Frame,4498,485.42,43797,15816,53530,3650,973,99810000,35,2026
SA-R08333,Tabuk,Northern,Parking,,9740.308437090418,2,75,Luxury,SlipForm,RC Frame,2958,263.02,35065,12662,42857,2922,779,108770000,41.5,2022
SA-R08334,Makkah,Western,Hotel,,14873.252152402165,21,138,Raw,Traditional,RC Frame,74271,9625.68,562209,203020,687144,46851,12494,298390000,93.5,2026
SA-R08335,Buraydah,Central,Hotel,,25603.516607148675,20,176,Luxury,Precast,RC Frame,124180,15999.93,921727,332846,1126555,76811,20483,3079260000,103,2025
SA-R08336,Makkah,Western,DataCenter,,2759.9893483503233,3,14,Premium,Traditional,RC Frame,1618,218.8,14904,5382,18216,1242,331,34510000,26,2024
SA-R08337,Khobar,Eastern,DataCenter,,3103.85642883793,4,28,Luxury,Precast,RC Frame,2668,338.12,22348,8070,27314,1862,497,81170000,24.5,2022
SA-R08338,Taif,Western,Villa,766,1192.6223503268184,1,1,Premium,Precast,Load Bearing,301,31.96,2147,775,2624,179,48,4460000,11.5,2025
SA-R08339,Madinah,Western,University,,97132.30858425183,7,642,Raw,Precast,RC Frame,146066,16658.01,1223867,441952,1495838,101989,27197,612070000,100,2023
SA-R08340,Makkah,Western,Parking,,12259.849166006727,5,113,Raw,SlipForm,RC Frame,8702,785.18,110339,39845,134858,9195,2452,55160000,46,2025
SA-R08341,Tabuk,Northern,DataCenter,,1036.7853875276132,2,7,Raw,SteelFrame,RC Frame,502,65.66,3732,1348,4562,311,83,1650000,17.5,2021
SA-R08342,Hail,Northern,Townhouse_Project,,2415.9633456606502,3,14,Standard,SlipForm,RC Frame,1497,161.91,13046,4711,15945,1087,290,11390000,23.5,2020
SA-R08343,Madinah,Western,Residential_Compound,,49059.170049899134,2,458,Good,Precast,RC Frame,14990,1515.31,176613,63777,215860,14718,3925,270510000,84.5,2023
SA-R08344,Dammam,Eastern,Parking,,3930.475268707495,1,21,Standard,ICF,RC Frame,756,67.01,7075,2555,8647,590,157,7360000,24.5,2024
SA-R08345,Jeddah,Western,School,,3687.5189705845896,1,45,UltraLuxury,SteelFrame,RC Frame,958,91.29,6638,2397,8113,553,148,43390000,24,2020
SA-R08346,Tabuk,Northern,Road,,,,,Raw,PostTension,RC Frame,,,,,,,,0,15,2025
SA-R08347,Najran,Southern,Residential_Compound,,22009.532351344875,1,166,Good,SlipForm,RC Frame,5013,503.2,39617,14306,48421,3301,880,47810000,60,2022
SA-R08348,Najran,Southern,Hospital,,73875.31348577145,4,439,UltraLuxury,ICF,Steel Frame,91779,12816.18,531902,192076,650103,44325,11820,2741010000,171,2020
SA-R08349,Dammam,Eastern,Villa,124,333.2474327568131,3,1,Premium,AAC,RC Frame,207,23.77,1800,650,2199,150,40,4140000,8,2022
SA-R08350,Abha,Southern,School,,3812.0062040048565,1,21,Luxury,Traditional,RC Frame,942,101.97,6862,2478,8386,572,152,21920000,24,2025
SA-R08351,Khamis Mushait,Southern,Government_Building,,5220.060420688178,7,28,Luxury,Traditional,RC Frame,7987,878.8,65773,23751,80389,5481,1462,197430000,41.5,2023
SA-R08352,Hail,Northern,Bridge,,,,,Standard,PostTension,RC Frame,,,,,,,,0,15,2022
SA-R08353,Tabuk,Northern,Residential_Compound,,31145.910731885673,1,174,Good,SlipForm,RC Frame,6628,666.78,56063,20245,68521,4672,1246,77810000,75,2023
SA-R08354,Khobar,Eastern,Parking,,4727.614797636983,1,28,Raw,SteelFrame,RC Frame,866,76.72,8510,3073,10401,709,189,4550000,26.5,2025
SA-R08355,Dammam,Eastern,Parking,,19576.460524767943,3,107,Luxury,SteelFrame,RC Frame,8660,775.39,105713,38174,129205,8809,2349,371070000,48.5,2020
SA-R08356,Tabuk,Northern,Mall,,12632.531511507183,3,88,Good,AAC,RC Frame,7881,961.76,68216,24633,83375,5685,1516,90510000,56.5,2025
SA-R08357,Dammam,Eastern,Mall,,28607.12340458063,6,174,Good,SlipForm,RC Frame,31789,3664.17,308957,111568,377614,25746,6866,489020000,77.5,2024
SA-R08358,Jeddah,Western,Townhouse_Project,,9451.638172821338,2,93,Premium,AAC,RC Frame,3719,387.38,34026,12287,41587,2835,756,85710000,43.5,2022
SA-R08359,Najran,Southern,Government_Building,,14822.887872637231,4,165,Raw,Traditional,RC Frame,12818,1387.74,106725,38540,130441,8894,2372,43900000,59,2026
SA-R08360,Riyadh,Central,Road,,,,,Premium,AAC,RC Frame,,,,,,,,0,15.5,2024
SA-R08361,Buraydah,Central,Hotel,,5593.735558087392,26,65,Standard,AAC,RC Frame,40085,5065.43,261787,94534,319962,21816,5817,245340000,76.5,2021
SA-R08362,Buraydah,Central,Parking,,13789.003333099523,4,106,UltraLuxury,AAC,RC Frame,7752,705.99,99281,35851,121343,8273,2206,586700000,46.5,2021
SA-R08363,Makkah,Western,University,,61809.27935424062,5,515,Good,SlipForm,RC Frame,72413,7442.58,556284,200880,679902,46357,12362,836540000,86.5,2024
SA-R08364,Khamis Mushait,Southern,Mosque,,3454.738224527519,2,20,Premium,AAC,RC Frame,1086,110.43,12437,4491,15201,1036,276,25410000,19.5,2024
SA-R08365,Riyadh,Central,Residential_Compound,,46075.98624922194,2,464,Standard,SteelFrame,RC Frame,14747,1566.76,165874,59899,202734,13823,3686,186170000,89,2021
SA-R08366,Hail,Northern,Hospital,,20437.307543052855,6,132,UltraLuxury,Traditional,Steel Frame,32512,3872.49,220723,79705,269772,18394,4905,1187460000,98,2026
SA-R08367,Hail,Northern,Mall,,34261.867818787054,5,288,Raw,Precast,RC Frame,39422,4806.25,308357,111351,376881,25696,6852,139030000,85.5,2023
SA-R08368,Buraydah,Central,Warehouse,,11225.980551620261,1,84,Raw,AAC,Steel Frame,1342,113.11,20207,7297,24697,1684,449,9500000,31,2026
SA-R08369,Tabuk,Northern,Luxury_Villa,575,1007.1717525726875,2,1,Raw,PostTension,RC Frame,297,36.85,3626,1309,4432,302,81,1660000,15,2024
SA-R08370,Tabuk,Northern,Warehouse,,8921.750996888455,2,66,UltraLuxury,SteelFrame,RC Frame,1694,139.57,32118,11598,39256,2677,714,170880000,25.5,2025
SA-R08371,Khamis Mushait,Southern,Apartment_Building,,4420.36953073831,8,54,Luxury,Traditional,Shear Wall,8300,940.01,63653,22986,77799,5304,1415,189050000,34,2023
SA-R08372,Hail,Northern,Mall,,53125.04223533114,4,510,Luxury,Traditional,RC Frame,44602,5331.32,382500,138125,467500,31875,8500,1209530000,104,2026
SA-R08373,Riyadh,Central,Residential_Compound,,48531.68824762124,3,261,Premium,PostTension,RC Frame,26286,2710.56,262071,94637,320309,21839,5824,630480000,90,2021
SA-R08374,Khamis Mushait,Southern,Mosque,,1035.9928116058481,2,7,Good,Traditional,RC Frame,316,33.09,3730,1347,4558,311,83,4840000,13.5,2021
SA-R08375,Taif,Western,CommercialComplex,,29211.418057209637,5,234,Good,SlipForm,RC Frame,43398,5290.08,262903,94937,321326,21909,5842,377620000,58.5,2024
SA-R08376,Buraydah,Central,Residential_Tower,,31131.74899666888,52,190,Premium,SteelFrame,Post Tension,497393,67872.81,2913932,1052253,3561472,242828,64754,6704270000,160,2026
SA-R08377,Taif,Western,DataCenter,,619.219749237374,2,6,Standard,SlipForm,RC Frame,325,42.83,2229,805,2725,186,50,2130000,14,2022
SA-R08378,Dammam,Eastern,Hotel,,25493.009476814237,9,217,Good,Precast,RC Frame,58770,7503.91,412987,149134,504762,34416,9177,654740000,86.5,2024
SA-R08379,Riyadh,Central,Bridge,,,,,Raw,SteelFrame,RC Frame,,,,,,,,0,15.5,2024
SA-R08380,Abha,Southern,Townhouse_Project,,2208.384172554659,2,27,Good,SlipForm,RC Frame,967,104.89,7950,2871,9717,663,177,10970000,23.5,2024
SA-R08381,Hail,Northern,Office_Building,,7415.418779283166,9,67,Raw,AAC,RC Frame,14172,1572.55,120130,43380,146825,10011,2670,54250000,38,2020
SA-R08382,Tabuk,Northern,Mosque,,2102.7615653096163,2,19,Premium,PostTension,RC Frame,546,55.8,7570,2734,9252,631,168,15510000,16.5,2025
SA-R08383,Abha,Southern,School,,7069.529289378453,4,43,UltraLuxury,Precast,RC Frame,6819,699.53,50901,18381,62212,4242,1131,292230000,33,2026
SA-R08384,Khamis Mushait,Southern,DataCenter,,1112.3371269157033,3,6,UltraLuxury,SteelFrame,RC Frame,856,111.66,6007,2169,7341,501,133,30390000,18.5,2024
SA-R08385,Taif,Western,CommercialComplex,,19034.241872734507,9,121,Luxury,AAC,RC Frame,38194,4242.31,308355,111350,376878,25696,6852,1066460000,54.5,2024
SA-R08386,Buraydah,Central,Factory,,7809.885553239336,2,66,Luxury,AAC,Precast,2624,248.08,28116,10153,34363,2343,625,96200000,42.5,2022
SA-R08387,Najran,Southern,Villa,299,700.1159058849245,3,1,Premium,SteelFrame,Steel Frame,366,40.71,3781,1365,4621,315,84,7240000,11,2024
SA-R08388,Makkah,Western,Factory,,22891.498157304843,3,141,UltraLuxury,Precast,RC Frame,10508,1003.2,123614,44638,151084,10301,2747,790060000,65,2020
SA-R08389,Jeddah,Western,Office_Building,,8057.457668138188,13,57,Luxury,SteelFrame,RC Frame,24639,2782.14,188545,68086,230443,15712,4190,661060000,41.5,2026
SA-R08390,Dammam,Eastern,Hospital,,8583.306560348532,10,56,UltraLuxury,Traditional,Steel Frame,27089,3755.4,154500,55791,188833,12875,3433,962790000,80.5,2020
SA-R08391,Jeddah,Western,Townhouse_Project,,12926.926079207778,4,101,Premium,AAC,RC Frame,11871,1276.21,93074,33610,113757,7756,2068,222070000,48,2025
SA-R08392,Makkah,Western,Hotel,,26959.423019103837,25,274,UltraLuxury,Traditional,RC Frame,144526,18116.76,1213174,438091,1482768,101098,26959,7210270000,112.5,2021
SA-R08393,Khobar,Eastern,Government_Building,,6429.145220485994,6,41,Raw,ICF,RC Frame,9922,1098.07,69435,25074,84865,5786,1543,38860000,44.5,2025
SA-R08394,Khobar,Eastern,CommercialComplex,,20333.55906194665,3,115,Premium,SteelFrame,RC Frame,15657,1799.67,109801,39650,134201,9150,2440,271120000,50.5,2025
SA-R08395,Khobar,Eastern,University,,54446.55764840014,6,288,Good,Precast,RC Frame,78271,8397.41,588023,212342,718695,49002,13067,950980000,83,2021
SA-R08396,Riyadh,Central,DataCenter,,4019.733083804517,1,28,Luxury,Traditional,RC Frame,1331,172.75,7236,2613,8843,603,161,28740000,26.5,2021
SA-R08397,Makkah,Western,Hospital,,36264.26707743092,15,223,Standard,Traditional,RC Frame,171326,21939.89,979135,353577,1196721,81595,21759,995440000,140,2020
SA-R08398,Makkah,Western,Townhouse_Project,,2099.2178615737257,4,14,Standard,Traditional,RC Frame,1832,189.84,15114,5458,18473,1260,336,15320000,24,2026
SA-R08399,Buraydah,Central,Apartment_Building,,6663.73107223549,10,37,Standard,SteelFrame,Shear Wall,20050,2368.98,119947,43314,146602,9996,2665,118920000,42,2024
SA-R08400,Tabuk,Northern,Luxury_Villa,1402,2925.3917035176073,2,1,UltraLuxury,ICF,RC Frame,1504,184.88,10531,3803,12872,878,234,56580000,21,2024
SA-R08401,Buraydah,Central,Factory,,30435.0983210272,1,259,UltraLuxury,SteelFrame,Steel Frame,5356,545.08,54783,19783,66957,4565,1217,324300000,72.5,2025
SA-R08402,Najran,Southern,Government_Building,,14735.889829995816,9,162,Premium,ICF,RC Frame,31089,3396.68,238721,86205,291771,19893,5305,470410000,66.5,2021
SA-R08403,Riyadh,Central,Factory,,16466.06990678273,3,172,Premium,ICF,RC Frame,8215,768.48,88917,32109,108676,7410,1976,220600000,55.5,2025
SA-R08404,Khamis Mushait,Southern,Parking,,9381.890561634089,1,86,Premium,PostTension,RC Frame,2097,185.61,16887,6098,20640,1407,375,32800000,32.5,2020
SA-R08405,Makkah,Western,Office_Building,,6219.8286357176,4,35,Luxury,SteelFrame,RC Frame,4249,474.18,44783,16172,54734,3732,995,156330000,32.5,2022
SA-R08406,Taif,Western,Mosque,,4009.5954269864474,2,23,Standard,Precast,RC Frame,1500,142.22,14435,5212,17642,1203,321,14050000,22.5,2022
SA-R08407,Riyadh,Central,Parking,,17866.511350024437,3,180,UltraLuxury,SlipForm,RC Frame,8360,743.57,96479,34840,117919,8040,2144,620100000,49.5,2020
SA-R08408,Makkah,Western,Townhouse_Project,,9862.823708981829,4,87,Luxury,ICF,RC Frame,6877,738.73,71012,25643,86793,5918,1578,258550000,43.5,2021
SA-R08409,Riyadh,Central,Factory,,16915.668216113845,1,92,Standard,SlipForm,Steel Frame,3305,292.84,30448,10995,37214,2537,677,33170000,53.5,2026
SA-R08410,Jeddah,Western,Apartment_Building,,6884.741833148837,11,54,Good,Precast,Shear Wall,18548,2018.82,136318,49226,166611,11360,3029,213350000,41,2023
SA-R08411,Tabuk,Northern,Villa,230,590.782248219904,3,1,Luxury,Precast,RC Frame,412,46.12,3190,1152,3899,266,71,10010000,11,2026
SA-R08412,Najran,Southern,Mosque,,3345.3049236529964,2,19,Raw,Traditional,RC Frame,1003,99.73,12043,4349,14719,1004,268,5240000,19.5,2022
SA-R08413,Makkah,Western,Mosque,,2744.3602663372108,2,16,Raw,SteelFrame,RC Frame,857,86.07,9880,3568,12075,823,220,4980000,18.5,2026
SA-R08414,Khobar,Eastern,Residential_Compound,,13181.646195106961,2,111,Good,Traditional,RC Frame,3847,374.81,47454,17136,57999,3954,1055,72880000,50.5,2021
SA-R08415,Jeddah,Western,Villa,693,1193.7446838915241,3,1,UltraLuxury,PostTension,Steel Frame,568,62.2,6446,2328,7879,537,143,43240000,13,2023
SA-R08416,Makkah,Western,Residential_Tower,,11464.566897798137,52,75,Premium,ICF,Post Tension,163954,22086.6,1073083,387502,1311546,89424,23846,2542700000,132.5,2020
SA-R08417,Abha,Southern,Hotel,,14009.587292377748,39,114,Standard,Precast,RC Frame,142516,17235.74,983473,355143,1202023,81956,21855,883990000,101,2022
SA-R08418,Jeddah,Western,School,,2741.0607708982006,3,27,Luxury,AAC,RC Frame,1543,161.17,14802,5345,18091,1233,329,51340000,20.5,2024
SA-R08419,Abha,Southern,Parking,,11166.618346043186,5,63,Premium,ICF,RC Frame,6948,625.93,100500,36292,122833,8375,2233,205870000,42.5,2023
SA-R08420,Taif,Western,Bridge,,,,,Standard,Traditional,RC Frame,,,,,,,,0,15,2025
SA-R08421,Madinah,Western,Residential_Tower,,8230.84279013424,32,57,UltraLuxury,ICF,Shear Wall,75415,9438.15,474097,171202,579451,39508,10535,2808480000,90,2021
SA-R08422,Madinah,Western,Townhouse_Project,,12172.30621664987,2,71,Luxury,Precast,RC Frame,5173,524.23,43820,15824,53558,3652,974,148090000,42.5,2024
SA-R08423,Khobar,Eastern,Road,,,,,Standard,PostTension,RC Frame,,,,,,,,0,15,2021
SA-R08424,Khamis Mushait,Southern,CommercialComplex,,5242.805067899537,6,27,UltraLuxury,SlipForm,RC Frame,7652,903.56,56622,20447,69205,4719,1258,286960000,34.5,2026
SA-R08425,Tabuk,Northern,Mosque,,1237.3690724013295,1,14,Good,PostTension,RC Frame,335,32.9,2227,804,2722,186,49,3020000,13.5,2020
SA-R08426,Abha,Southern,University,,26606.47668896156,5,158,Raw,PostTension,RC Frame,26216,3063.13,239458,86471,292671,19955,5321,109100000,60.5,2026
SA-R08427,Abha,Southern,Mosque,,732.7401248445086,3,7,Standard,SteelFrame,RC Frame,379,37.97,3957,1429,4836,330,88,3700000,14,2025
SA-R08428,Najran,Southern,University,,33133.10673076783,8,209,Premium,Traditional,RC Frame,60192,6792.22,477117,172292,583143,39760,10603,896070000,68.5,2022
SA-R08429,Najran,Southern,Bridge,,,,,Standard,SteelFrame,RC Frame,,,,,,,,0,15,2023
SA-R08430,Taif,Western,Mosque,,3296.22257371511,3,17,Raw,Traditional,RC Frame,2044,207.03,17800,6428,21755,1483,396,8280000,21,2026
SA-R08431,Riyadh,Central,School,,9739.249164042762,1,59,Premium,SlipForm,RC Frame,2440,257.32,17531,6331,21426,1461,390,44980000,31,2022
SA-R08432,Riyadh,Central,Hospital,,46565.66439398356,8,281,Good,SlipForm,Steel Frame,109621,14831.47,670546,242141,819556,55879,14901,1131930000,141,2026
SA-R08433,Abha,Southern,Factory,,49218.91702669895,3,581,UltraLuxury,ICF,RC Frame,23932,2293.11,265782,95977,324845,22149,5906,1466870000,79.5,2023
SA-R08434,Khobar,Eastern,Hospital,,22038.70609629842,14,118,Good,ICF,Shear Wall,94367,13786.22,555375,200552,678792,46281,12342,881200000,117,2025
SA-R08435,Najran,Southern,Road,,,,,Standard,ICF,RC Frame,,,,,,,,0,15.5,2022
SA-R08436,Dammam,Eastern,University,,23299.143534540068,2,133,UltraLuxury,AAC,RC Frame,9937,1069.27,83877,30289,102516,6990,1864,532890000,54,2023
SA-R08437,Jeddah,Western,Mall,,45374.26893696091,5,455,Standard,Precast,RC Frame,49855,5703.4,408368,147466,499117,34031,9075,444460000,102,2026
SA-R08438,Taif,Western,Apartment_Building,,7113.169414159429,8,39,Luxury,AAC,RC Frame,14147,1617.67,102430,36988,125192,8536,2276,321160000,36.5,2023
SA-R08439,Taif,Western,School,,3954.322646543328,3,26,Standard,ICF,RC Frame,2628,287.8,21353,7711,26099,1779,475,20300000,25.5,2020
SA-R08440,Jeddah,Western,Hospital,,36751.62522607414,12,202,Raw,Traditional,RC Frame,122895,15976,793835,286663,970243,66153,17641,410580000,135,2022
SA-R08441,Tabuk,Northern,Mosque,,2916.0768307256553,1,26,Standard,SteelFrame,RC Frame,722,75.73,5249,1895,6415,437,117,4540000,18,2021
SA-R08442,Najran,Southern,Residential_Compound,,31658.842348436676,2,174,Good,ICF,RC Frame,8601,851.11,113972,41156,139299,9498,2533,140940000,71.5,2022
SA-R08443,Najran,Southern,CommercialComplex,,13098.272650241051,4,85,Standard,Traditional,RC Frame,10342,1250.3,94308,34056,115265,7859,2096,80760000,42,2021
SA-R08444,Abha,Southern,Apartment_Building,,2256.209216941589,11,13,UltraLuxury,Precast,Flat Slab,5477,580.67,44673,16132,54600,3723,993,241560000,26,2026
SA-R08445,Khamis Mushait,Southern,School,,4364.679908323375,2,27,Premium,SteelFrame,RC Frame,1875,193.29,15713,5674,19205,1309,349,32350000,26,2023
SA-R08446,Khobar,Eastern,Road,,,,,UltraLuxury,Traditional,RC Frame,,,,,,,,0,16.5,2026
SA-R08447,Dammam,Eastern,Mosque,,4389.5525939431745,1,30,Premium,Precast,RC Frame,950,98.37,7901,2853,9657,658,176,18520000,22.5,2020
SA-R08448,Najran,Southern,Townhouse_Project,,4543.545737712171,4,41,Luxury,PostTension,RC Frame,3563,390.85,32714,11813,39983,2726,727,100530000,30,2022
SA-R08449,Jeddah,Western,Townhouse_Project,,13789.334270671008,3,122,Premium,SteelFrame,RC Frame,8081,837.63,74462,26889,91010,6205,1655,182160000,46.5,2021
SA-R08450,Jeddah,Western,Factory,,2696.8911985886098,2,31,Luxury,AAC,RC Frame,785,74.23,9709,3506,11866,809,216,37430000,30,2025
SA-R08451,Taif,Western,DataCenter,,2117.8371838834664,2,20,Raw,Precast,RC Frame,967,117.16,7624,2753,9318,635,169,3700000,21,2021
SA-R08452,Madinah,Western,Parking,,4006.276846952115,5,39,UltraLuxury,ICF,RC Frame,3054,277.16,36056,13020,44069,3005,801,216260000,29,2023
SA-R08453,Khobar,Eastern,DataCenter,,4125.5722339099375,1,29,UltraLuxury,Traditional,RC Frame,1362,170.17,7426,2682,9076,619,165,45950000,27.5,2023
SA-R08454,Jeddah,Western,CommercialComplex,,18542.14404629619,9,128,Raw,PostTension,RC Frame,35105,4132.95,300383,108472,367134,25032,6675,154320000,53.5,2025
SA-R08455,Hail,Northern,Road,,,,,Luxury,AAC,RC Frame,,,,,,,,0,15.5,2025
SA-R08456,Jeddah,Western,University,,66363.57278519034,4,496,Luxury,Traditional,RC Frame,55897,6001.31,477818,172545,583999,39818,10618,1668620000,81.5,2026
SA-R08457,Madinah,Western,Apartment_Building,,3681.6164643889656,12,32,Standard,AAC,Shear Wall,10623,1154.46,79523,28717,97195,6627,1767,82650000,32,2024
SA-R08458,Makkah,Western,Mosque,,473.2636210449085,2,4,Good,PostTension,RC Frame,155,15.64,1704,615,2082,142,38,2630000,10.5,2025
SA-R08459,Tabuk,Northern,Townhouse_Project,,8808.365143592913,4,55,Luxury,SlipForm,RC Frame,6473,715.15,63420,22902,77514,5285,1409,177240000,38,2021
SA-R08460,Hail,Northern,CommercialComplex,,16657.39495950936,6,91,UltraLuxury,Traditional,RC Frame,27291,3260.93,179900,64964,219878,14992,3998,961300000,49,2021
SA-R08461,Khobar,Eastern,Road,,,,,Good,Precast,RC Frame,,,,,,,,0,14.5,2024
SA-R08462,Hail,Northern,Luxury_Villa,567,1762.2727696879963,3,1,Raw,AAC,RC Frame,983,126.55,9516,3436,11631,793,211,4480000,18,2020
