raw_description,project_type,city,area_m2,floors,finishing_level,confidence,source
Road Hail على أرض مساحتها 3476 م²، مساحة البناء 2173 م²، 27 أدوار.,Road,Hail,2148,26,UltraLuxury,70,synthetic
"Project: Apartment_Building in Jeddah, built-up area 8239 sqm, 14 floors. Quality finishing required.",Apartment_Building,Jeddah,7948,14,Standard,89,synthetic
"Project: Apartment_Building in Dammam, built-up area 3085 sqm, 11 floors. Quality finishing required.",Apartment_Building,Dammam,3122,10,Raw,86,synthetic
"Project: University in Dammam, built-up area 7017 sqm, 6 floors. Quality finishing required.",University,Dammam,6748,6,Premium,70,synthetic
مشروع Warehouse في Hail بمساحة 16010 م² وعدد 25 أدوار. يشمل المبنى تشطيبات عالية الجودة.,Warehouse,Hail,16130,26,Luxury,81,synthetic
School Najran على أرض مساحتها 9487 م²، مساحة البناء 3661 م²، 26 أدوار.,School,Najran,3662,27,Premium,77,synthetic
"Project: Parking in Jeddah, built-up area 5816 sqm, 11 floors. Quality finishing required.",Parking,Jeddah,5901,11,Premium,89,synthetic
Hotel Makkah على أرض مساحتها 30671 م²، مساحة البناء 18496 م²، 10 أدوار.,Hotel,Makkah,18684,10,Good,83,synthetic
Development of a Luxury_Villa in Riyadh with a total area of 10914 square meters across 20 floors.,Luxury_Villa,Riyadh,11424,21,UltraLuxury,73,synthetic
"Project: University in Tabuk, built-up area 7299 sqm, 23 floors. Quality finishing required.",University,Tabuk,7478,23,UltraLuxury,97,synthetic
إنشاء Bridge في مدينة Buraydah بمساحة إجمالية 9657 متر مربع مكون من 7 طوابق.,Bridge,Buraydah,9287,7,Good,67,synthetic
Development of a Residential_Compound in Hail with a total area of 10038 square meters across 9 floors.,Residential_Compound,Hail,9796,9,Raw,98,synthetic
إنشاء CommercialComplex في مدينة Dammam بمساحة إجمالية 9008 متر مربع مكون من 1 طوابق.,CommercialComplex,Dammam,8760,1,Luxury,81,synthetic
"Project: Luxury_Villa in Najran, built-up area 15068 sqm, 28 floors. Quality finishing required.",Luxury_Villa,Najran,15302,28,Luxury,63,synthetic
إنشاء Bridge في مدينة Khamis Mushait بمساحة إجمالية 16702 متر مربع مكون من 7 طوابق.,Bridge,Khamis Mushait,16314,7,Good,75,synthetic
Development of a Government_Building in Najran with a total area of 19279 square meters across 26 floors.,Government_Building,Najran,18980,26,Premium,88,synthetic
Parking Buraydah على أرض مساحتها 20184 م²، مساحة البناء 12285 م²، 18 أدوار.,Parking,Buraydah,12458,18,Standard,79,synthetic
"Project: CommercialComplex in Abha, built-up area 18728 sqm, 30 floors. Quality finishing required.",CommercialComplex,Abha,18186,32,Luxury,66,synthetic
"Project: Townhouse_Project in Makkah, built-up area 10650 sqm, 19 floors. Quality finishing required.",Townhouse_Project,Makkah,10570,19,UltraLuxury,75,synthetic
Government_Building Dammam على أرض مساحتها 10980 م²، مساحة البناء 3488 م²، 26 أدوار.,Government_Building,Dammam,3569,27,Premium,90,synthetic
إنشاء Hospital في مدينة Hail بمساحة إجمالية 12920 متر مربع مكون من 2 طوابق.,Hospital,Hail,12585,2,Standard,86,synthetic
مشروع Apartment_Building في Abha بمساحة 6481 م² وعدد 15 أدوار. يشمل المبنى تشطيبات عالية الجودة.,Apartment_Building,Abha,6876,15,Raw,64,synthetic
Parking Najran على أرض مساحتها 15102 م²، مساحة البناء 9326 م²، 16 أدوار.,Parking,Najran,9488,16,Premium,89,synthetic
"Project: Residential_Compound in Dammam, built-up area 13826 sqm, 7 floors. Quality finishing required.",Residential_Compound,Dammam,13450,7,Good,64,synthetic
Development of a Road in Khamis Mushait with a total area of 4999 square meters across 23 floors.,Road,Khamis Mushait,5175,24,Good,62,synthetic
Development of a Road in Taif with a total area of 17328 square meters across 20 floors.,Road,Taif,17423,20,Standard,66,synthetic
Development of a Bridge in Khamis Mushait with a total area of 12431 square meters across 1 floors.,Bridge,Khamis Mushait,12362,1,Raw,71,synthetic
"Project: School in Khobar, built-up area 6537 sqm, 21 floors. Quality finishing required.",School,Khobar,6800,20,Premium,96,synthetic
مشروع School في Khobar بمساحة 16871 م² وعدد 17 أدوار. يشمل المبنى تشطيبات عالية الجودة.,School,Khobar,17743,17,Premium,80,synthetic
مشروع Office_Building في Riyadh بمساحة 15087 م² وعدد 24 أدوار. يشمل المبنى تشطيبات عالية الجودة.,Office_Building,Riyadh,15389,25,Raw,95,synthetic
مشروع Bridge في Khobar بمساحة 8034 م² وعدد 3 أدوار. يشمل المبنى تشطيبات عالية الجودة.,Bridge,Khobar,7802,3,Standard,79,synthetic
"Project: School in Hail, built-up area 488 sqm, 16 floors. Quality finishing required.",School,Hail,463,15,Premium,80,synthetic
إنشاء Government_Building في مدينة Abha بمساحة إجمالية 17572 متر مربع مكون من 21 طوابق.,Government_Building,Abha,16924,22,Standard,95,synthetic
Development of a Warehouse in Jeddah with a total area of 16361 square meters across 15 floors.,Warehouse,Jeddah,16587,15,Raw,84,synthetic
Development of a Villa in Khobar with a total area of 13724 square meters across 13 floors.,Villa,Khobar,13263,13,UltraLuxury,93,synthetic
مشروع Office_Building في Khobar بمساحة 14911 م² وعدد 7 أدوار. يشمل المبنى تشطيبات عالية الجودة.,Office_Building,Khobar,14633,7,Raw,71,synthetic
Development of a Factory in Makkah with a total area of 14508 square meters across 23 floors.,Factory,Makkah,13756,22,Luxury,90,synthetic
CommercialComplex Najran على أرض مساحتها 25375 م²، مساحة البناء 15745 م²، 23 أدوار.,CommercialComplex,Najran,16469,23,Luxury,98,synthetic
Road Tabuk على أرض مساحتها 17389 م²، مساحة البناء 11688 م²، 28 أدوار.,Road,Tabuk,11913,28,Premium,97,synthetic
مشروع School في Madinah بمساحة 15385 م² وعدد 22 أدوار. يشمل المبنى تشطيبات عالية الجودة.,School,Madinah,15057,22,Raw,92,synthetic
"Project: DataCenter in Buraydah, built-up area 15053 sqm, 21 floors. Quality finishing required.",DataCenter,Buraydah,14704,20,Raw,77,synthetic
مشروع Mosque في Tabuk بمساحة 974 م² وعدد 23 أدوار. يشمل المبنى تشطيبات عالية الجودة.,Mosque,Tabuk,942,23,Raw,85,synthetic
مشروع Hospital في Abha بمساحة 12913 م² وعدد 21 أدوار. يشمل المبنى تشطيبات عالية الجودة.,Hospital,Abha,12676,21,Good,61,synthetic
Apartment_Building Taif على أرض مساحتها 18394 م²، مساحة البناء 9336 م²، 17 أدوار.,Apartment_Building,Taif,9394,18,Raw,96,synthetic
"Project: Office_Building in Khamis Mushait, built-up area 16348 sqm, 7 floors. Quality finishing required.",Office_Building,Khamis Mushait,17619,7,Premium,98,synthetic
"Project: Office_Building in Khobar, built-up area 13721 sqm, 15 floors. Quality finishing required.",Office_Building,Khobar,12869,15,Raw,74,synthetic
Hospital Jeddah على أرض مساحتها 3029 م²، مساحة البناء 1928 م²، 11 أدوار.,Hospital,Jeddah,1853,11,Raw,91,synthetic
Townhouse_Project Jeddah على أرض مساحتها 36906 م²، مساحة البناء 12048 م²، 1 أدوار.,Townhouse_Project,Jeddah,12664,1,UltraLuxury,97,synthetic
"Project: Villa in Dammam, built-up area 11085 sqm, 29 floors. Quality finishing required.",Villa,Dammam,10632,31,Good,83,synthetic
"Project: School in Makkah, built-up area 4237 sqm, 16 floors. Quality finishing required.",School,Makkah,4288,16,Standard,67,synthetic
إنشاء Factory في مدينة Khamis Mushait بمساحة إجمالية 6372 متر مربع مكون من 3 طوابق.,Factory,Khamis Mushait,6771,3,Premium,76,synthetic
إنشاء Mosque في مدينة Madinah بمساحة إجمالية 10073 متر مربع مكون من 24 طوابق.,Mosque,Madinah,9845,24,Luxury,70,synthetic
إنشاء Townhouse_Project في مدينة Abha بمساحة إجمالية 13537 متر مربع مكون من 16 طوابق.,Townhouse_Project,Abha,12570,16,Good,81,synthetic
إنشاء University في مدينة Abha بمساحة إجمالية 4222 متر مربع مكون من 24 طوابق.,University,Abha,4192,24,Luxury,93,synthetic
Development of a Hotel in Riyadh with a total area of 1918 square meters across 24 floors.,Hotel,Riyadh,1933,23,Good,82,synthetic
مشروع DataCenter في Tabuk بمساحة 3296 م² وعدد 30 أدوار. يشمل المبنى تشطيبات عالية الجودة.,DataCenter,Tabuk,3201,30,Luxury,60,synthetic
Development of a Government_Building in Taif with a total area of 3294 square meters across 7 floors.,Government_Building,Taif,3142,7,Premium,92,synthetic
"Project: Mall in Dammam, built-up area 307 sqm, 1 floors. Quality finishing required.",Mall,Dammam,315,1,Raw,66,synthetic
Development of a Parking in Makkah with a total area of 9179 square meters across 26 floors.,Parking,Makkah,9689,26,UltraLuxury,61,synthetic
مشروع Government_Building في Buraydah بمساحة 15208 م² وعدد 9 أدوار. يشمل المبنى تشطيبات عالية الجودة.,Government_Building,Buraydah,15779,9,Luxury,83,synthetic
Road Jeddah على أرض مساحتها 41664 م²، مساحة البناء 18949 م²، 26 أدوار.,Road,Jeddah,18945,25,Standard,86,synthetic
"Project: Apartment_Building in Tabuk, built-up area 6467 sqm, 23 floors. Quality finishing required.",Apartment_Building,Tabuk,6601,22,Standard,91,synthetic
Residential_Tower Madinah على أرض مساحتها 21789 م²، مساحة البناء 8210 م²، 1 أدوار.,Residential_Tower,Madinah,8371,1,Luxury,73,synthetic
Mosque Khamis Mushait على أرض مساحتها 9635 م²، مساحة البناء 4527 م²، 21 أدوار.,Mosque,Khamis Mushait,4781,21,Premium,61,synthetic
Mosque Buraydah على أرض مساحتها 38341 م²، مساحة البناء 16103 م²، 24 أدوار.,Mosque,Buraydah,15604,24,Standard,88,synthetic
إنشاء Villa في مدينة Khobar بمساحة إجمالية 18948 متر مربع مكون من 7 طوابق.,Villa,Khobar,18636,7,UltraLuxury,78,synthetic
إنشاء CommercialComplex في مدينة Taif بمساحة إجمالية 10978 متر مربع مكون من 15 طوابق.,CommercialComplex,Taif,11174,15,Premium,78,synthetic
"Project: Road in Madinah, built-up area 14388 sqm, 9 floors. Quality finishing required.",Road,Madinah,14406,9,Standard,83,synthetic
Development of a Villa in Tabuk with a total area of 2392 square meters across 16 floors.,Villa,Tabuk,2382,15,Good,74,synthetic
مشروع Villa في Tabuk بمساحة 8252 م² وعدد 23 أدوار. يشمل المبنى تشطيبات عالية الجودة.,Villa,Tabuk,8142,22,Raw,62,synthetic
إنشاء Parking في مدينة Buraydah بمساحة إجمالية 8219 متر مربع مكون من 4 طوابق.,Parking,Buraydah,7905,4,Standard,69,synthetic
"Project: Warehouse in Riyadh, built-up area 19460 sqm, 20 floors. Quality finishing required.",Warehouse,Riyadh,19389,19,Luxury,70,synthetic
Bridge Khobar على أرض مساحتها 6060 م²، مساحة البناء 2439 م²، 23 أدوار.,Bridge,Khobar,2463,23,Good,98,synthetic
إنشاء Hotel في مدينة Makkah بمساحة إجمالية 6046 متر مربع مكون من 8 طوابق.,Hotel,Makkah,6079,8,UltraLuxury,97,synthetic
إنشاء Office_Building في مدينة Buraydah بمساحة إجمالية 4391 متر مربع مكون من 25 طوابق.,Office_Building,Buraydah,4287,25,Luxury,80,synthetic
"Project: School in Hail, built-up area 18361 sqm, 29 floors. Quality finishing required.",School,Hail,18045,27,Raw,90,synthetic
مشروع Warehouse في Taif بمساحة 14668 م² وعدد 29 أدوار. يشمل المبنى تشطيبات عالية الجودة.,Warehouse,Taif,14839,27,Luxury,70,synthetic
Bridge Riyadh على أرض مساحتها 35022 م²، مساحة البناء 18956 م²، 30 أدوار.,Bridge,Riyadh,18788,31,Standard,79,synthetic
مشروع CommercialComplex في Buraydah بمساحة 7453 م² وعدد 5 أدوار. يشمل المبنى تشطيبات عالية الجودة.,CommercialComplex,Buraydah,7722,5,Luxury,73,synthetic
إنشاء Hospital في مدينة Taif بمساحة إجمالية 14286 متر مربع مكون من 9 طوابق.,Hospital,Taif,13584,9,Raw,94,synthetic
مشروع Government_Building في Riyadh بمساحة 15425 م² وعدد 17 أدوار. يشمل المبنى تشطيبات عالية الجودة.,Government_Building,Riyadh,15011,16,Standard,88,synthetic
Development of a CommercialComplex in Taif with a total area of 6452 square meters across 4 floors.,CommercialComplex,Taif,6570,4,Luxury,60,synthetic
Luxury_Villa Dammam على أرض مساحتها 31264 م²، مساحة البناء 9912 م²، 20 أدوار.,Luxury_Villa,Dammam,9242,21,Good,70,synthetic
مشروع Warehouse في Abha بمساحة 441 م² وعدد 27 أدوار. يشمل المبنى تشطيبات عالية الجودة.,Warehouse,Abha,423,28,Good,88,synthetic
Residential_Compound Madinah على أرض مساحتها 52012 م²، مساحة البناء 16662 م²، 18 أدوار.,Residential_Compound,Madinah,16728,18,UltraLuxury,62,synthetic
مشروع University في Khamis Mushait بمساحة 4477 م² وعدد 9 أدوار. يشمل المبنى تشطيبات عالية الجودة.,University,Khamis Mushait,4432,9,Good,91,synthetic
"Project: Warehouse in Khamis Mushait, built-up area 2923 sqm, 10 floors. Quality finishing required.",Warehouse,Khamis Mushait,2968,10,Standard,85,synthetic
إنشاء Mall في مدينة Buraydah بمساحة إجمالية 6809 متر مربع مكون من 11 طوابق.,Mall,Buraydah,6598,11,Standard,81,synthetic
"Project: Villa in Riyadh, built-up area 19649 sqm, 28 floors. Quality finishing required.",Villa,Riyadh,19944,27,Premium,87,synthetic
Parking Dammam على أرض مساحتها 29414 م²، مساحة البناء 11233 م²، 11 أدوار.,Parking,Dammam,12325,10,UltraLuxury,60,synthetic
إنشاء Residential_Tower في مدينة Hail بمساحة إجمالية 7421 متر مربع مكون من 21 طوابق.,Residential_Tower,Hail,7461,21,Good,65,synthetic
