project_id,risk_category,description,probability,impact,mitigation,detected_by_ai
SA-R08845,Material,Steel corrosion risk,4,3,Alternative supplier sourcing,true
SA-R08846,Structural,Slab deflection beyond limits,4,5,Design review and structural analysis,false
SA-R08846,Material,Aggregate gradation issue,1,2,Alternative supplier sourcing,false
SA-R08846,Quality,Curing duration not met,4,2,Additional testing regime,false
SA-R08846,Financial,Cash flow constraint,5,5,Fixed price contracts,false
SA-R08846,Safety,Fire hazard from hot work,5,4,Enhanced safety training,false
SA-R08846,Schedule,Site handover delay,4,2,Accelerated procurement plan,false
SA-R08847,Structural,Inadequate reinforcement detailing,5,3,Design review and structural analysis,false
SA-R08847,Safety,Electrical shock risk,4,5,Enhanced safety training,false
SA-R08847,Material,Steel corrosion risk,4,3,Alternative supplier sourcing,false
SA-R08847,Quality,Incomplete waterproofing,4,3,Additional testing regime,true
SA-R08848,Schedule,Material procurement delay,3,3,Accelerated procurement plan,true
SA-R08848,Safety,Confined space hazard,5,2,Enhanced safety training,true
SA-R08849,Structural,Crack propagation in shear walls,2,4,Design review and structural analysis,false
SA-R08849,Financial,Steel price volatility,4,2,Fixed price contracts,true
SA-R08849,Schedule,Site handover delay,3,2,Accelerated procurement plan,false
SA-R08849,Safety,Electrical shock risk,2,3,Enhanced safety training,false
SA-R08849,Material,Block moisture absorption high,5,2,Alternative supplier sourcing,false
SA-R08850,Financial,Steel price volatility,5,4,Fixed price contracts,true
SA-R08850,Material,Cement setting time abnormal,1,4,Alternative supplier sourcing,false
SA-R08850,Structural,Slab deflection beyond limits,3,3,Design review and structural analysis,false
SA-R08850,Schedule,Site handover delay,1,4,Accelerated procurement plan,true
SA-R08850,Safety,Working at height risk,3,3,Enhanced safety training,true
SA-R08850,Quality,Poor workmanship risk,2,1,Additional testing regime,true
SA-R08851,Quality,Poor workmanship risk,4,2,Additional testing regime,false
SA-R08851,Schedule,Subcontractor availability,5,4,Accelerated procurement plan,true
SA-R08852,Structural,Column failure potential,4,3,Design review and structural analysis,false
SA-R08852,Material,Cement setting time abnormal,4,2,Alternative supplier sourcing,false
SA-R08852,Schedule,Permit approval delay,1,5,Accelerated procurement plan,true
SA-R08852,Financial,Steel price volatility,2,5,Fixed price contracts,false
SA-R08852,Safety,Confined space hazard,2,2,Enhanced safety training,true
SA-R08853,Structural,Slab deflection beyond limits,3,4,Design review and structural analysis,false
SA-R08853,Financial,Currency fluctuation risk,3,5,Fixed price contracts,false
SA-R08853,Material,Block moisture absorption high,2,5,Alternative supplier sourcing,true
SA-R08853,Safety,Electrical shock risk,4,3,Enhanced safety training,false
SA-R08853,Quality,Testing failure rate high,1,4,Additional testing regime,false
SA-R08854,Structural,Slab deflection beyond limits,3,3,Design review and structural analysis,false
SA-R08854,Financial,Currency fluctuation risk,1,1,Fixed price contracts,true
SA-R08854,Material,Steel corrosion risk,1,4,Alternative supplier sourcing,false
SA-R08854,Quality,Testing failure rate high,3,3,Additional testing regime,false
SA-R08855,Safety,Heavy lifting accident potential,1,3,Enhanced safety training,false
SA-R08855,Structural,Inadequate reinforcement detailing,2,4,Design review and structural analysis,false
SA-R08855,Financial,Labor shortage cost impact,3,1,Fixed price contracts,true
SA-R08855,Material,Block moisture absorption high,1,3,Alternative supplier sourcing,true
SA-R08855,Schedule,Material procurement delay,5,2,Accelerated procurement plan,true
SA-R08855,Quality,Tolerance deviation,5,2,Additional testing regime,false
SA-R08856,Structural,Crack propagation in shear walls,5,4,Design review and structural analysis,false
SA-R08856,Quality,Poor workmanship risk,3,1,Additional testing regime,true
SA-R08856,Material,Block moisture absorption high,1,4,Alternative supplier sourcing,true
SA-R08856,Schedule,Weather delay potential,5,2,Accelerated procurement plan,true
SA-R08856,Financial,Currency fluctuation risk,2,4,Fixed price contracts,true
SA-R08856,Safety,Working at height risk,4,3,Enhanced safety training,true
SA-R08857,Financial,Currency fluctuation risk,5,4,Fixed price contracts,true
SA-R08857,Schedule,Site handover delay,2,3,Accelerated procurement plan,true
SA-R08857,Safety,Fire hazard from hot work,2,4,Enhanced safety training,false
SA-R08857,Structural,Slab deflection beyond limits,2,3,Design review and structural analysis,false
SA-R08857,Quality,Tolerance deviation,4,1,Additional testing regime,true
SA-R08857,Material,Cement setting time abnormal,2,4,Alternative supplier sourcing,false
SA-R08858,Quality,Tolerance deviation,1,4,Additional testing regime,false
SA-R08858,Material,Steel corrosion risk,2,1,Alternative supplier sourcing,true
SA-R08858,Safety,Heavy lifting accident potential,5,4,Enhanced safety training,false
SA-R08858,Structural,Column failure potential,4,5,Design review and structural analysis,false
SA-R08859,Structural,Column failure potential,3,3,Design review and structural analysis,true
SA-R08859,Material,Aggregate gradation issue,2,2,Alternative supplier sourcing,false
SA-R08859,Financial,Labor shortage cost impact,5,5,Fixed price contracts,false
SA-R08859,Schedule,Permit approval delay,4,5,Accelerated procurement plan,false
SA-R08859,Quality,Incomplete waterproofing,5,1,Additional testing regime,true
SA-R08860,Safety,Heavy lifting accident potential,5,5,Enhanced safety training,false
SA-R08860,Financial,Steel price volatility,5,1,Fixed price contracts,false
SA-R08861,Financial,Cement price increase,4,5,Fixed price contracts,false
SA-R08861,Schedule,Material procurement delay,1,1,Accelerated procurement plan,true
SA-R08861,Quality,Tolerance deviation,5,3,Additional testing regime,false
SA-R08861,Material,Steel corrosion risk,5,3,Alternative supplier sourcing,false
SA-R08862,Schedule,Subcontractor availability,1,1,Accelerated procurement plan,false
SA-R08862,Material,Concrete strength below spec,4,4,Alternative supplier sourcing,true
SA-R08862,Quality,Poor workmanship risk,1,3,Additional testing regime,true
SA-R08862,Structural,Crack propagation in shear walls,2,3,Design review and structural analysis,false
SA-R08863,Material,Aggregate gradation issue,2,5,Alternative supplier sourcing,false
SA-R08863,Schedule,Site handover delay,3,1,Accelerated procurement plan,false
SA-R08863,Structural,Foundation settlement risk,2,5,Design review and structural analysis,false
SA-R08863,Financial,Currency fluctuation risk,5,1,Fixed price contracts,true
SA-R08864,Safety,Heavy lifting accident potential,3,2,Enhanced safety training,true
SA-R08864,Financial,Cement price increase,5,4,Fixed price contracts,false
SA-R08864,Structural,Slab deflection beyond limits,5,1,Design review and structural analysis,false
SA-R08865,Schedule,Site handover delay,3,5,Accelerated procurement plan,false
SA-R08865,Quality,Poor workmanship risk,3,3,Additional testing regime,false
SA-R08866,Material,Concrete strength below spec,3,5,Alternative supplier sourcing,true
SA-R08866,Structural,Crack propagation in shear walls,2,5,Design review and structural analysis,true
SA-R08866,Quality,Incomplete waterproofing,2,1,Additional testing regime,false
SA-R08866,Financial,Cash flow constraint,2,5,Fixed price contracts,true
SA-R08867,Quality,Poor workmanship risk,4,2,Additional testing regime,false
SA-R08867,Safety,Confined space hazard,3,1,Enhanced safety training,false
SA-R08867,Financial,Currency fluctuation risk,1,3,Fixed price contracts,true
SA-R08867,Schedule,Subcontractor availability,3,2,Accelerated procurement plan,false
SA-R08867,Material,Block moisture absorption high,1,5,Alternative supplier sourcing,false
SA-R08868,Safety,Heavy lifting accident potential,4,1,Enhanced safety training,false
SA-R08868,Structural,Crack propagation in shear walls,1,2,Design review and structural analysis,true
SA-R08869,Financial,Currency fluctuation risk,3,5,Fixed price contracts,true
SA-R08869,Schedule,Weather delay potential,5,3,Accelerated procurement plan,true
SA-R08869,Material,Block moisture absorption high,2,5,Alternative supplier sourcing,false
SA-R08870,Safety,Fire hazard from hot work,4,2,Enhanced safety training,false
SA-R08870,Material,Aggregate gradation issue,2,2,Alternative supplier sourcing,true
SA-R08871,Schedule,Subcontractor availability,3,3,Accelerated procurement plan,false
SA-R08871,Quality,Testing failure rate high,5,2,Additional testing regime,false
SA-R08872,Quality,Testing failure rate high,1,3,Additional testing regime,true
SA-R08872,Schedule,Material procurement delay,1,2,Accelerated procurement plan,false
SA-R08873,Quality,Incomplete waterproofing,5,3,Additional testing regime,false
SA-R08873,Structural,Inadequate reinforcement detailing,5,2,Design review and structural analysis,false
SA-R08873,Material,Steel corrosion risk,2,5,Alternative supplier sourcing,true
SA-R08873,Schedule,Site handover delay,2,1,Accelerated procurement plan,true
SA-R08874,Schedule,Site handover delay,2,2,Accelerated procurement plan,true
SA-R08874,Structural,Foundation settlement risk,2,1,Design review and structural analysis,true
SA-R08874,Financial,Cash flow constraint,1,4,Fixed price contracts,false
SA-R08874,Safety,Confined space hazard,3,2,Enhanced safety training,false
SA-R08875,Quality,Poor workmanship risk,1,2,Additional testing regime,false
SA-R08875,Schedule,Site handover delay,4,2,Accelerated procurement plan,true
SA-R08875,Material,Cement setting time abnormal,5,4,Alternative supplier sourcing,false
SA-R08875,Structural,Foundation settlement risk,4,3,Design review and structural analysis,true
SA-R08876,Structural,Column failure potential,5,4,Design review and structural analysis,true
SA-R08876,Quality,Poor workmanship risk,3,4,Additional testing regime,true
SA-R08876,Financial,Cash flow constraint,3,4,Fixed price contracts,false
SA-R08876,Material,Steel corrosion risk,5,3,Alternative supplier sourcing,true
SA-R08876,Safety,Heavy lifting accident potential,1,3,Enhanced safety training,true
SA-R08876,Schedule,Site handover delay,4,3,Accelerated procurement plan,true
SA-R08877,Financial,Steel price volatility,4,5,Fixed price contracts,true
SA-R08877,Schedule,Site handover delay,2,3,Accelerated procurement plan,true
SA-R08877,Quality,Testing failure rate high,3,5,Additional testing regime,false
SA-R08877,Material,Block moisture absorption high,4,2,Alternative supplier sourcing,true
SA-R08877,Structural,Foundation settlement risk,5,5,Design review and structural analysis,true
SA-R08877,Safety,Working at height risk,3,3,Enhanced safety training,true
SA-R08878,Material,Concrete strength below spec,1,2,Alternative supplier sourcing,true
SA-R08878,Structural,Inadequate reinforcement detailing,1,1,Design review and structural analysis,true
SA-R08878,Schedule,Weather delay potential,3,2,Accelerated procurement plan,true
SA-R08878,Safety,Confined space hazard,3,2,Enhanced safety training,false
SA-R08878,Quality,Tolerance deviation,2,4,Additional testing regime,false
SA-R08878,Financial,Steel price volatility,1,2,Fixed price contracts,true
SA-R08879,Material,Steel corrosion risk,5,3,Alternative supplier sourcing,false
SA-R08879,Quality,Incomplete waterproofing,5,5,Additional testing regime,false
SA-R08879,Safety,Confined space hazard,2,3,Enhanced safety training,true
SA-R08879,Financial,Labor shortage cost impact,4,2,Fixed price contracts,true
SA-R08879,Schedule,Material procurement delay,5,4,Accelerated procurement plan,true
SA-R08879,Structural,Slab deflection beyond limits,1,2,Design review and structural analysis,true
SA-R08880,Financial,Steel price volatility,1,2,Fixed price contracts,true
SA-R08880,Structural,Slab deflection beyond limits,1,4,Design review and structural analysis,true
SA-R08880,Quality,Tolerance deviation,2,2,Additional testing regime,true
SA-R08880,Safety,Heavy lifting accident potential,2,5,Enhanced safety training,true
SA-R08880,Material,Concrete strength below spec,5,1,Alternative supplier sourcing,false
SA-R08880,Schedule,Material procurement delay,5,1,Accelerated procurement plan,true
SA-R08881,Financial,Steel price volatility,1,5,Fixed price contracts,false
SA-R08881,Structural,Crack propagation in shear walls,2,3,Design review and structural analysis,false
SA-R08881,Quality,Tolerance deviation,5,4,Additional testing regime,false
SA-R08881,Safety,Heavy lifting accident potential,1,4,Enhanced safety training,true
SA-R08882,Structural,Foundation settlement risk,2,3,Design review and structural analysis,true
SA-R08882,Material,Block moisture absorption high,4,1,Alternative supplier sourcing,false
SA-R08882,Schedule,Weather delay potential,2,1,Accelerated procurement plan,true
SA-R08882,Financial,Cement price increase,5,2,Fixed price contracts,false
SA-R08883,Quality,Poor workmanship risk,2,4,Additional testing regime,true
SA-R08883,Safety,Confined space hazard,1,4,Enhanced safety training,false
SA-R08883,Financial,Currency fluctuation risk,4,1,Fixed price contracts,true
SA-R08883,Schedule,Site handover delay,5,2,Accelerated procurement plan,false
SA-R08883,Material,Block moisture absorption high,1,3,Alternative supplier sourcing,false
SA-R08883,Structural,Crack propagation in shear walls,5,5,Design review and structural analysis,false
